2017-09-01 15:11:41:0064	../../../files/testListWithPickListSize025.txt
instanceNumber	DistanceMatrixRunningTime	NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	46,754	70	150	0,85	0,1	Ordered	Inversion	671,580000000001	0,805
1	46,754	70	150	0,85	0,11	Ordered	Inversion	632,320000000001	0,802
1	46,754	70	150	0,85	0,12	Ordered	Inversion	698,800000000001	0,842
1	46,754	70	150	0,9	0,01	Ordered	Inversion	782,640000000001	1,417
1	46,754	70	150	0,9	0,02	Ordered	Inversion	747,980000000001	0,496
1	46,754	70	150	0,9	0,03	Ordered	Inversion	719,600000000001	0,864
1	46,754	70	150	0,9	0,04	Ordered	Inversion	694,620000000001	1,546
1	46,754	70	150	0,9	0,05	Ordered	Inversion	673,820000000001	0,482
1	46,754	70	150	0,9	0,06	Ordered	Inversion	671,580000000001	0,383
1	46,754	70	150	0,9	0,07	Ordered	Inversion	635,040000000001	0,829
1	46,754	70	150	0,9	0,08	Ordered	Inversion	628,820000000001	0,971
1	46,754	70	150	0,9	0,09	Ordered	Inversion	693,600000000001	0,885
1	46,754	70	150	0,9	0,1	Ordered	Inversion	652,000000000001	1,641
1	46,754	70	150	0,9	0,11	Ordered	Inversion	683,880000000001	0,555
1	46,754	70	150	0,9	0,12	Ordered	Inversion	624,640000000001	1,153
1	46,754	70	200	0,6	0,01	Ordered	Inversion	809,460000000001	0,619
1	46,754	70	200	0,6	0,02	Ordered	Inversion	753,860000000001	0,582
1	46,754	70	200	0,6	0,03	Ordered	Inversion	663,660000000001	0,797
1	46,754	70	200	0,6	0,04	Ordered	Inversion	704,340000000001	1,82
1	46,754	70	200	0,6	0,05	Ordered	Inversion	633,140000000001	1,779
1	46,754	70	200	0,6	0,06	Ordered	Inversion	702,440000000001	1,31
1	46,754	70	200	0,6	0,07	Ordered	Inversion	700,500000000001	1,428
1	46,754	70	200	0,6	0,08	Ordered	Inversion	692,380000000001	2,364
1	46,754	70	200	0,6	0,09	Ordered	Inversion	681,640000000001	1,1
1	46,754	70	200	0,6	0,1	Ordered	Inversion	713,720000000001	0,847
1	46,754	70	200	0,6	0,11	Ordered	Inversion	587,22	0,857
1	46,754	70	200	0,6	0,12	Ordered	Inversion	723,920000000001	0,584
1	46,754	70	200	0,65	0,01	Ordered	Inversion	771,260000000001	1,771
1	46,754	70	200	0,65	0,02	Ordered	Inversion	734,180000000001	1,368
1	46,754	70	200	0,65	0,03	Ordered	Inversion	724,120000000001	0,973
1	46,754	70	200	0,65	0,04	Ordered	Inversion	677,120000000001	1,602
1	46,754	70	200	0,65	0,05	Ordered	Inversion	633,140000000001	0,978
1	46,754	70	200	0,65	0,06	Ordered	Inversion	624,640000000001	1,995
1	46,754	70	200	0,65	0,07	Ordered	Inversion	648,400000000001	1,129
1	46,754	70	200	0,65	0,08	Ordered	Inversion	707,300000000001	0,797
1	46,754	70	200	0,65	0,09	Ordered	Inversion	644,560000000001	1,851
1	46,754	70	200	0,65	0,1	Ordered	Inversion	700,500000000001	1,251
1	46,754	70	200	0,65	0,11	Ordered	Inversion	662,400000000001	0,859
1	46,754	70	200	0,65	0,12	Ordered	Inversion	679,020000000001	0,938
1	46,754	70	200	0,7	0,01	Ordered	Inversion	729,460000000001	1,685
1	46,754	70	200	0,7	0,02	Ordered	Inversion	732,240000000001	1,555
1	46,754	70	200	0,7	0,03	Ordered	Inversion	697,920000000001	1,613
1	46,754	70	200	0,7	0,04	Ordered	Inversion	585,980000000001	1,308
1	46,754	70	200	0,7	0,05	Ordered	Inversion	663,080000000001	2,177
1	46,754	70	200	0,7	0,06	Ordered	Inversion	663,080000000001	1,228
1	46,754	70	200	0,7	0,07	Ordered	Inversion	682,860000000001	1,365
1	46,754	70	200	0,7	0,08	Ordered	Inversion	663,080000000001	1,295
1	46,754	70	200	0,7	0,09	Ordered	Inversion	642,48	0,718
1	46,754	70	200	0,7	0,1	Ordered	Inversion	740,740000000001	1,902
1	46,754	70	200	0,7	0,11	Ordered	Inversion	644,560000000001	1,771
1	46,754	70	200	0,7	0,12	Ordered	Inversion	694,620000000001	0,931
1	46,754	70	200	0,75	0,01	Ordered	Inversion	714,740000000001	1,357
1	46,754	70	200	0,75	0,02	Ordered	Inversion	716,440000000001	1,973
1	46,754	70	200	0,75	0,03	Ordered	Inversion	694,280000000001	1,725
1	46,754	70	200	0,75	0,04	Ordered	Inversion	633,140000000001	2,054
1	46,754	70	200	0,75	0,05	Ordered	Inversion	692,380000000001	1,117
1	46,754	70	200	0,75	0,06	Ordered	Inversion	671,580000000001	1,061
1	46,754	70	200	0,75	0,07	Ordered	Inversion	729,320000000001	2,051
1	46,754	70	200	0,75	0,08	Ordered	Inversion	702,440000000001	0,882
1	46,754	70	200	0,75	0,09	Ordered	Inversion	703,460000000001	0,906
1	46,754	70	200	0,75	0,1	Ordered	Inversion	624,640000000001	0,739
1	46,754	70	200	0,75	0,11	Ordered	Inversion	730,000000000001	1,35
1	46,754	70	200	0,75	0,12	Ordered	Inversion	703,660000000001	0,589
1	46,754	70	200	0,8	0,01	Ordered	Inversion	709,540000000001	0,863
1	46,754	70	200	0,8	0,02	Ordered	Inversion	592,080000000001	1,278
1	46,754	70	200	0,8	0,03	Ordered	Inversion	633,140000000001	1,184
1	46,754	70	200	0,8	0,04	Ordered	Inversion	590,520000000001	1,222
1	46,754	70	200	0,8	0,05	Ordered	Inversion	587,22	0,983
1	46,754	70	200	0,8	0,06	Ordered	Inversion	692,720000000001	0,788
1	46,754	70	200	0,8	0,07	Ordered	Inversion	671,580000000001	1,222
1	46,754	70	200	0,8	0,08	Ordered	Inversion	723,440000000001	0,748
1	46,754	70	200	0,8	0,09	Ordered	Inversion	713,040000000001	1,585
1	46,754	70	200	0,8	0,1	Ordered	Inversion	671,780000000001	1,015
1	46,754	70	200	0,8	0,11	Ordered	Inversion	696,560000000001	0,833
1	46,754	70	200	0,8	0,12	Ordered	Inversion	633,140000000001	0,947
1	46,754	70	200	0,85	0,01	Ordered	Inversion	682,180000000001	1,421
1	46,754	70	200	0,85	0,02	Ordered	Inversion	652,000000000001	1,089
1	46,754	70	200	0,85	0,03	Ordered	Inversion	811,400000000002	0,924
1	46,754	70	200	0,85	0,04	Ordered	Inversion	721,640000000001	1,169
1	46,754	70	200	0,85	0,05	Ordered	Inversion	692,380000000001	0,5
1	46,754	70	200	0,85	0,06	Ordered	Inversion	633,140000000001	1,133
1	46,754	70	200	0,85	0,07	Ordered	Inversion	633,140000000001	1,152
1	46,754	70	200	0,85	0,08	Ordered	Inversion	590,520000000001	1,117
1	46,754	70	200	0,85	0,09	Ordered	Inversion	704,340000000001	0,721
1	46,754	70	200	0,85	0,1	Ordered	Inversion	692,380000000001	0,861
1	46,754	70	200	0,85	0,11	Ordered	Inversion	704,340000000001	1,366
1	46,754	70	200	0,85	0,12	Ordered	Inversion	710,220000000001	0,903
1	46,754	70	200	0,9	0,01	Ordered	Inversion	717,900000000001	1,398
1	46,754	70	200	0,9	0,02	Ordered	Inversion	706,960000000001	2,027
1	46,754	70	200	0,9	0,03	Ordered	Inversion	678,000000000001	0,998
1	46,754	70	200	0,9	0,04	Ordered	Inversion	624,640000000001	0,787
1	46,754	70	200	0,9	0,05	Ordered	Inversion	702,440000000002	2,217
1	46,754	70	200	0,9	0,06	Ordered	Inversion	702,440000000001	0,75
1	46,754	70	200	0,9	0,07	Ordered	Inversion	703,460000000001	1,58
1	46,754	70	200	0,9	0,08	Ordered	Inversion	713,180000000001	0,746
1	46,754	70	200	0,9	0,09	Ordered	Inversion	692,380000000001	1,498
1	46,754	70	200	0,9	0,1	Ordered	Inversion	671,780000000001	1,568
1	46,754	70	200	0,9	0,11	Ordered	Inversion	692,380000000001	1,358
1	46,754	70	200	0,9	0,12	Ordered	Inversion	696,560000000002	1,385
1	46,754	70	250	0,6	0,01	Ordered	Inversion	791,720000000002	1,015
1	46,754	70	250	0,6	0,02	Ordered	Inversion	709,400000000001	1,103
1	46,754	70	250	0,6	0,03	Ordered	Inversion	739,720000000002	1,088
1	46,754	70	250	0,6	0,04	Ordered	Inversion	704,340000000001	0,996
1	46,754	70	250	0,6	0,05	Ordered	Inversion	709,000000000001	1,339
1	46,754	70	250	0,6	0,06	Ordered	Inversion	704,340000000001	2,584
1	46,754	70	250	0,6	0,07	Ordered	Inversion	660,500000000001	1,77
1	46,754	70	250	0,6	0,08	Ordered	Inversion	663,080000000001	1,264
1	46,754	70	250	0,6	0,09	Ordered	Inversion	660,500000000001	1,684
1	46,754	70	250	0,6	0,1	Ordered	Inversion	671,580000000001	1,449
1	46,754	70	250	0,6	0,11	Ordered	Inversion	702,440000000001	1,456
1	46,754	70	250	0,6	0,12	Ordered	Inversion	724,600000000001	1,017
1	46,754	70	250	0,65	0,01	Ordered	Inversion	679,220000000001	2,093
1	46,754	70	250	0,65	0,02	Ordered	Inversion	744,820000000001	1,181
1	46,754	70	250	0,65	0,03	Ordered	Inversion	702,440000000001	1,417
1	46,754	70	250	0,65	0,04	Ordered	Inversion	638,680000000001	1,016
1	46,754	70	250	0,65	0,05	Ordered	Inversion	709,000000000001	2,095
1	46,754	70	250	0,65	0,06	Ordered	Inversion	624,640000000001	1,405
1	46,754	70	250	0,65	0,07	Ordered	Inversion	718,240000000002	1,189
1	46,754	70	250	0,65	0,08	Ordered	Inversion	707,300000000001	1,034
1	46,754	70	250	0,65	0,09	Ordered	Inversion	663,080000000001	2,81
1	46,754	70	250	0,65	0,1	Ordered	Inversion	663,080000000001	5,302
1	46,754	70	250	0,65	0,11	Ordered	Inversion	702,440000000001	3,36
1	46,754	70	250	0,65	0,12	Ordered	Inversion	660,500000000001	3,251
1	46,754	70	250	0,7	0,01	Ordered	Inversion	718,920000000001	3,228
1	46,754	70	250	0,7	0,02	Ordered	Inversion	739,720000000002	3,061
1	46,754	70	250	0,7	0,03	Ordered	Inversion	660,500000000001	3,433
1	46,754	70	250	0,7	0,04	Ordered	Inversion	713,040000000001	3,89
1	46,754	70	250	0,7	0,05	Ordered	Inversion	718,720000000001	1,597
1	46,754	70	250	0,7	0,06	Ordered	Inversion	692,380000000001	2,271
1	46,754	70	250	0,7	0,07	Ordered	Inversion	692,380000000001	2,744
1	46,754	70	250	0,7	0,08	Ordered	Inversion	633,140000000001	2,072
1	46,754	70	250	0,7	0,09	Ordered	Inversion	644,420000000001	1,427
1	46,754	70	250	0,7	0,1	Ordered	Inversion	714,400000000001	1,362
1	46,754	70	250	0,7	0,11	Ordered	Inversion	624,640000000001	0,955
1	46,754	70	250	0,7	0,12	Ordered	Inversion	644,420000000001	1,589
1	46,754	70	250	0,75	0,01	Ordered	Inversion	703,800000000001	1,589
1	46,754	70	250	0,75	0,02	Ordered	Inversion	671,780000000001	1,355
1	46,754	70	250	0,75	0,03	Ordered	Inversion	692,380000000001	1,754
1	46,754	70	250	0,75	0,04	Ordered	Inversion	732,040000000001	1,122
1	46,754	70	250	0,75	0,05	Ordered	Inversion	723,920000000001	1,044
1	46,754	70	250	0,75	0,06	Ordered	Inversion	696,560000000001	0,888
1	46,754	70	250	0,75	0,07	Ordered	Inversion	707,640000000001	1,769
1	46,754	70	250	0,75	0,08	Ordered	Inversion	644,760000000001	2,595
1	46,754	70	250	0,75	0,09	Ordered	Inversion	663,080000000001	1,278
1	46,754	70	250	0,75	0,1	Ordered	Inversion	663,080000000001	2,14
1	46,754	70	250	0,75	0,11	Ordered	Inversion	624,640000000001	0,912
1	46,754	70	250	0,75	0,12	Ordered	Inversion	624,640000000001	0,81
1	46,754	70	250	0,8	0,01	Ordered	Inversion	647,720000000001	2,468
1	46,754	70	250	0,8	0,02	Ordered	Inversion	683,000000000001	1,51
1	46,754	70	250	0,8	0,03	Ordered	Inversion	635,040000000001	0,763
1	46,754	70	250	0,8	0,04	Ordered	Inversion	700,500000000001	1,075
1	46,754	70	250	0,8	0,05	Ordered	Inversion	644,420000000001	2,149
1	46,754	70	250	0,8	0,06	Ordered	Inversion	671,580000000001	1,126
1	46,754	70	250	0,8	0,07	Ordered	Inversion	700,500000000001	1,661
1	46,754	70	250	0,8	0,08	Ordered	Inversion	722,520000000001	1,096
1	46,754	70	250	0,8	0,09	Ordered	Inversion	633,140000000001	1,264
1	46,754	70	250	0,8	0,1	Ordered	Inversion	590,520000000001	1,187
1	46,754	70	250	0,8	0,11	Ordered	Inversion	652,000000000001	2,233
1	46,754	70	250	0,8	0,12	Ordered	Inversion	607,000000000001	0,81
1	46,754	70	250	0,85	0,01	Ordered	Inversion	587,22	1,829
1	46,754	70	250	0,85	0,02	Ordered	Inversion	692,380000000001	2,927
1	46,754	70	250	0,85	0,03	Ordered	Inversion	709,000000000001	2,204
1	46,754	70	250	0,85	0,04	Ordered	Inversion	663,080000000001	1,636
1	46,754	70	250	0,85	0,05	Ordered	Inversion	671,580000000001	2,45
1	46,754	70	250	0,85	0,06	Ordered	Inversion	624,640000000001	0,847
1	46,754	70	250	0,85	0,07	Ordered	Inversion	633,140000000001	5,612
1	46,754	70	250	0,85	0,08	Ordered	Inversion	590,520000000001	0,925
1	46,754	70	250	0,85	0,09	Ordered	Inversion	633,140000000001	0,9
1	46,754	70	250	0,85	0,1	Ordered	Inversion	682,860000000001	1,09
1	46,754	70	250	0,85	0,11	Ordered	Inversion	652,000000000001	1,184
1	46,754	70	250	0,85	0,12	Ordered	Inversion	624,640000000001	1,919
1	46,754	70	250	0,9	0,01	Ordered	Inversion	633,140000000001	1,349
1	46,754	70	250	0,9	0,02	Ordered	Inversion	686,840000000001	1,719
1	46,754	70	250	0,9	0,03	Ordered	Inversion	616,180000000001	1,353
1	46,754	70	250	0,9	0,04	Ordered	Inversion	683,880000000001	1,775
1	46,754	70	250	0,9	0,05	Ordered	Inversion	652,000000000001	0,982
1	46,754	70	250	0,9	0,06	Ordered	Inversion	692,380000000001	1,915
1	46,754	70	250	0,9	0,07	Ordered	Inversion	587,22	1,249
1	46,754	70	250	0,9	0,08	Ordered	Inversion	713,860000000001	1,673
1	46,754	70	250	0,9	0,09	Ordered	Inversion	702,440000000001	1,71
1	46,754	70	250	0,9	0,1	Ordered	Inversion	709,540000000001	1,514
1	46,754	70	250	0,9	0,11	Ordered	Inversion	660,500000000001	1,101
1	46,754	70	250	0,9	0,12	Ordered	Inversion	660,500000000001	1,81
1	46,754	70	300	0,6	0,01	Ordered	Inversion	671,240000000001	1,072
1	46,754	70	300	0,6	0,02	Ordered	Inversion	661,040000000001	3,284
1	46,754	70	300	0,6	0,03	Ordered	Inversion	635,040000000001	1,578
1	46,754	70	300	0,6	0,04	Ordered	Inversion	660,500000000001	1,849
1	46,754	70	300	0,6	0,05	Ordered	Inversion	683,880000000001	2,936
1	46,754	70	300	0,6	0,06	Ordered	Inversion	724,120000000002	1,268
1	46,754	70	300	0,6	0,07	Ordered	Inversion	682,860000000001	2,237
1	46,754	70	300	0,6	0,08	Ordered	Inversion	683,880000000001	1,379
1	46,754	70	300	0,6	0,09	Ordered	Inversion	660,500000000001	1,488
1	46,754	70	300	0,6	0,1	Ordered	Inversion	633,140000000001	1,893
1	46,754	70	300	0,6	0,11	Ordered	Inversion	699,680000000001	1,45
1	46,754	70	300	0,6	0,12	Ordered	Inversion	660,500000000001	1,65
1	46,754	70	300	0,65	0,01	Ordered	Inversion	678,000000000001	1,97
1	46,754	70	300	0,65	0,02	Ordered	Inversion	692,380000000001	1,548
1	46,754	70	300	0,65	0,03	Ordered	Inversion	624,640000000001	1,501
1	46,754	70	300	0,65	0,04	Ordered	Inversion	705,020000000001	1,78
1	46,754	70	300	0,65	0,05	Ordered	Inversion	663,080000000001	2,135
1	46,754	70	300	0,65	0,06	Ordered	Inversion	682,860000000001	2,032
1	46,754	70	300	0,65	0,07	Ordered	Inversion	701,760000000001	1,238
1	46,754	70	300	0,65	0,08	Ordered	Inversion	660,500000000001	1,821
1	46,754	70	300	0,65	0,09	Ordered	Inversion	683,880000000001	1,633
1	46,754	70	300	0,65	0,1	Ordered	Inversion	709,000000000001	1,583
1	46,754	70	300	0,65	0,11	Ordered	Inversion	653,600000000001	1,574
1	46,754	70	300	0,65	0,12	Ordered	Inversion	702,440000000001	1,531
1	46,754	70	300	0,7	0,01	Ordered	Inversion	757,840000000002	2,502
1	46,754	70	300	0,7	0,02	Ordered	Inversion	663,660000000001	1,101
1	46,754	70	300	0,7	0,03	Ordered	Inversion	633,140000000001	2,681
1	46,754	70	300	0,7	0,04	Ordered	Inversion	653,260000000001	1,063
1	46,754	70	300	0,7	0,05	Ordered	Inversion	764,120000000001	1,731
1	46,754	70	300	0,7	0,06	Ordered	Inversion	663,080000000001	0,903
1	46,754	70	300	0,7	0,07	Ordered	Inversion	709,880000000001	3,229
1	46,754	70	300	0,7	0,08	Ordered	Inversion	634,700000000001	1,901
1	46,754	70	300	0,7	0,09	Ordered	Inversion	667,940000000001	1,043
1	46,754	70	300	0,7	0,1	Ordered	Inversion	663,080000000001	2,598
1	46,754	70	300	0,7	0,11	Ordered	Inversion	692,380000000001	1,746
1	46,754	70	300	0,7	0,12	Ordered	Inversion	662,400000000001	1,748
1	46,754	70	300	0,75	0,01	Ordered	Inversion	722,760000000002	1,935
1	46,754	70	300	0,75	0,02	Ordered	Inversion	709,000000000001	2,004
1	46,754	70	300	0,75	0,03	Ordered	Inversion	624,640000000001	2,691
1	46,754	70	300	0,75	0,04	Ordered	Inversion	682,860000000001	2,745
1	46,754	70	300	0,75	0,05	Ordered	Inversion	713,520000000001	1,573
1	46,754	70	300	0,75	0,06	Ordered	Inversion	701,760000000001	1,527
1	46,754	70	300	0,75	0,07	Ordered	Inversion	702,440000000001	3,184
1	46,754	70	300	0,75	0,08	Ordered	Inversion	683,880000000001	1,718
1	46,754	70	300	0,75	0,09	Ordered	Inversion	696,560000000001	2,15
1	46,754	70	300	0,75	0,1	Ordered	Inversion	682,180000000001	1,751
1	46,754	70	300	0,75	0,11	Ordered	Inversion	652,000000000001	1,86
1	46,754	70	300	0,75	0,12	Ordered	Inversion	702,440000000001	3,018
1	46,754	70	300	0,8	0,01	Ordered	Inversion	624,980000000001	2,041
1	46,754	70	300	0,8	0,02	Ordered	Inversion	644,420000000001	2,44
1	46,754	70	300	0,8	0,03	Ordered	Inversion	624,640000000001	2,291
1	46,754	70	300	0,8	0,04	Ordered	Inversion	724,260000000001	1,481
1	46,754	70	300	0,8	0,05	Ordered	Inversion	702,440000000002	1,135
1	46,754	70	300	0,8	0,06	Ordered	Inversion	683,880000000001	1,573
1	46,754	70	300	0,8	0,07	Ordered	Inversion	686,840000000001	1,611
1	46,754	70	300	0,8	0,08	Ordered	Inversion	576,940000000001	1,711
1	46,754	70	300	0,8	0,09	Ordered	Inversion	707,300000000001	1,409
1	46,754	70	300	0,8	0,1	Ordered	Inversion	633,140000000001	2,408
1	46,754	70	300	0,8	0,11	Ordered	Inversion	652,000000000001	0,871
1	46,754	70	300	0,8	0,12	Ordered	Inversion	663,080000000001	1,971
1	46,754	70	300	0,85	0,01	Ordered	Inversion	713,720000000001	2,713
1	46,754	70	300	0,85	0,02	Ordered	Inversion	698,800000000001	1,917
1	46,754	70	300	0,85	0,03	Ordered	Inversion	717,660000000001	3,221
1	46,754	70	300	0,85	0,04	Ordered	Inversion	624,640000000001	1,897
1	46,754	70	300	0,85	0,05	Ordered	Inversion	682,860000000001	1,69
1	46,754	70	300	0,85	0,06	Ordered	Inversion	731,900000000001	1,693
1	46,754	70	300	0,85	0,07	Ordered	Inversion	662,400000000001	1,021
1	46,754	70	300	0,85	0,08	Ordered	Inversion	652,000000000001	1,693
1	46,754	70	300	0,85	0,09	Ordered	Inversion	624,640000000001	1,679
1	46,754	70	300	0,85	0,1	Ordered	Inversion	703,460000000001	1,538
1	46,754	70	300	0,85	0,11	Ordered	Inversion	652,000000000001	1,801
1	46,754	70	300	0,85	0,12	Ordered	Inversion	663,080000000001	1,817
1	46,754	70	300	0,9	0,01	Ordered	Inversion	707,640000000001	1,562
1	46,754	70	300	0,9	0,02	Ordered	Inversion	660,500000000001	2,011
1	46,754	70	300	0,9	0,03	Ordered	Inversion	671,780000000001	1,408
1	46,754	70	300	0,9	0,04	Ordered	Inversion	702,440000000002	1,548
1	46,754	70	300	0,9	0,05	Ordered	Inversion	660,500000000001	1,982
1	46,754	70	300	0,9	0,06	Ordered	Inversion	692,380000000001	3,734
1	46,754	70	300	0,9	0,07	Ordered	Inversion	671,580000000001	1,822
1	46,754	70	300	0,9	0,08	Ordered	Inversion	712,500000000001	1,368
1	46,754	70	300	0,9	0,09	Ordered	Inversion	700,500000000001	2,136
1	46,754	70	300	0,9	0,1	Ordered	Inversion	683,000000000001	2,621
1	46,754	70	300	0,9	0,11	Ordered	Inversion	723,240000000002	2,067
1	46,754	70	300	0,9	0,12	Ordered	Inversion	676,100000000001	1,342
1	46,754	70	350	0,6	0,01	Ordered	Inversion	676,780000000001	3,375
1	46,754	70	350	0,6	0,02	Ordered	Inversion	744,720000000001	1,199
1	46,754	70	350	0,6	0,03	Ordered	Inversion	716,100000000001	2,647
1	46,754	70	350	0,6	0,04	Ordered	Inversion	629,500000000001	1,955
1	46,754	70	350	0,6	0,05	Ordered	Inversion	648,400000000001	2,447
1	46,754	70	350	0,6	0,06	Ordered	Inversion	723,920000000002	1,435
1	46,754	70	350	0,6	0,07	Ordered	Inversion	671,580000000001	2,029
1	46,754	70	350	0,6	0,08	Ordered	Inversion	671,580000000001	1,193
1	46,754	70	350	0,6	0,09	Ordered	Inversion	660,500000000001	2,511
1	46,754	70	350	0,6	0,1	Ordered	Inversion	703,320000000001	1,383
1	46,754	70	350	0,6	0,11	Ordered	Inversion	692,380000000001	1,664
1	46,754	70	350	0,6	0,12	Ordered	Inversion	633,140000000001	1,326
1	46,754	70	350	0,65	0,01	Ordered	Inversion	726,160000000001	2,008
1	46,754	70	350	0,65	0,02	Ordered	Inversion	712,500000000001	2,914
1	46,754	70	350	0,65	0,03	Ordered	Inversion	652,000000000001	5,707
1	46,754	70	350	0,65	0,04	Ordered	Inversion	728,640000000001	1,162
1	46,754	70	350	0,65	0,05	Ordered	Inversion	693,600000000001	1,408
1	46,754	70	350	0,65	0,06	Ordered	Inversion	633,140000000001	4,568
1	46,754	70	350	0,65	0,07	Ordered	Inversion	680,960000000001	1,354
1	46,754	70	350	0,65	0,08	Ordered	Inversion	692,380000000001	1,362
1	46,754	70	350	0,65	0,09	Ordered	Inversion	704,340000000001	3,191
1	46,754	70	350	0,65	0,1	Ordered	Inversion	662,400000000001	1,942
1	46,754	70	350	0,65	0,11	Ordered	Inversion	712,500000000001	1,558
1	46,754	70	350	0,65	0,12	Ordered	Inversion	711,780000000001	2,613
1	46,754	70	350	0,7	0,01	Ordered	Inversion	670,900000000001	2,235
1	46,754	70	350	0,7	0,02	Ordered	Inversion	681,300000000001	1,871
1	46,754	70	350	0,7	0,03	Ordered	Inversion	615,840000000001	1,154
1	46,754	70	350	0,7	0,04	Ordered	Inversion	652,000000000001	1,844
1	46,754	70	350	0,7	0,05	Ordered	Inversion	633,140000000001	2,278
1	46,754	70	350	0,7	0,06	Ordered	Inversion	702,440000000002	2,787
1	46,754	70	350	0,7	0,07	Ordered	Inversion	624,640000000001	3,012
1	46,754	70	350	0,7	0,08	Ordered	Inversion	671,580000000001	1,394
1	46,754	70	350	0,7	0,09	Ordered	Inversion	682,860000000001	2,699
1	46,754	70	350	0,7	0,1	Ordered	Inversion	711,780000000001	1,616
1	46,754	70	350	0,7	0,11	Ordered	Inversion	565,860000000001	1,218
1	46,754	70	350	0,7	0,12	Ordered	Inversion	702,440000000001	1,611
1	46,754	70	350	0,75	0,01	Ordered	Inversion	770,920000000002	1,361
1	46,754	70	350	0,75	0,02	Ordered	Inversion	737,580000000001	1,62
1	46,754	70	350	0,75	0,03	Ordered	Inversion	697,440000000001	2,027
1	46,754	70	350	0,75	0,04	Ordered	Inversion	681,980000000001	1,851
1	46,754	70	350	0,75	0,05	Ordered	Inversion	674,360000000001	2,581
1	46,754	70	350	0,75	0,06	Ordered	Inversion	652,000000000001	1,749
1	46,754	70	350	0,75	0,07	Ordered	Inversion	663,080000000001	1,686
1	46,754	70	350	0,75	0,08	Ordered	Inversion	698,800000000001	2,51
1	46,754	70	350	0,75	0,09	Ordered	Inversion	660,500000000001	0,956
1	46,754	70	350	0,75	0,1	Ordered	Inversion	696,560000000001	1,478
1	46,754	70	350	0,75	0,11	Ordered	Inversion	633,140000000001	1,161
1	46,754	70	350	0,75	0,12	Ordered	Inversion	683,880000000001	2,025
1	46,754	70	350	0,8	0,01	Ordered	Inversion	689,420000000001	1,165
1	46,754	70	350	0,8	0,02	Ordered	Inversion	696,560000000001	3,468
1	46,754	70	350	0,8	0,03	Ordered	Inversion	701,760000000001	2,593
1	46,754	70	350	0,8	0,04	Ordered	Inversion	653,260000000001	4,878
1	46,754	70	350	0,8	0,05	Ordered	Inversion	660,500000000001	2,199
1	46,754	70	350	0,8	0,06	Ordered	Inversion	738,460000000001	1,8
1	46,754	70	350	0,8	0,07	Ordered	Inversion	660,500000000001	1,697
1	46,754	70	350	0,8	0,08	Ordered	Inversion	698,800000000001	3,572
1	46,754	70	350	0,8	0,09	Ordered	Inversion	624,640000000001	0,894
1	46,754	70	350	0,8	0,1	Ordered	Inversion	633,140000000001	2,085
1	46,754	70	350	0,8	0,11	Ordered	Inversion	692,380000000001	3,377
1	46,754	70	350	0,8	0,12	Ordered	Inversion	692,380000000001	1,229
1	46,754	70	350	0,85	0,01	Ordered	Inversion	713,180000000001	3,61
1	46,754	70	350	0,85	0,02	Ordered	Inversion	706,620000000002	2,102
1	46,754	70	350	0,85	0,03	Ordered	Inversion	633,140000000001	3,181
1	46,754	70	350	0,85	0,04	Ordered	Inversion	633,140000000001	2,527
1	46,754	70	350	0,85	0,05	Ordered	Inversion	703,460000000001	1,243
1	46,754	70	350	0,85	0,06	Ordered	Inversion	624,640000000001	2,141
1	46,754	70	350	0,85	0,07	Ordered	Inversion	671,580000000001	4,229
1	46,754	70	350	0,85	0,08	Ordered	Inversion	696,560000000001	3,078
1	46,754	70	350	0,85	0,09	Ordered	Inversion	652,000000000001	2,5
1	46,754	70	350	0,85	0,1	Ordered	Inversion	683,000000000001	1,529
1	46,754	70	350	0,85	0,11	Ordered	Inversion	682,860000000001	1,801
1	46,754	70	350	0,85	0,12	Ordered	Inversion	633,140000000001	1,806
1	46,754	70	350	0,9	0,01	Ordered	Inversion	697,580000000001	3,067
1	46,754	70	350	0,9	0,02	Ordered	Inversion	648,400000000001	1,904
1	46,754	70	350	0,9	0,03	Ordered	Inversion	698,120000000001	1,989
1	46,754	70	350	0,9	0,04	Ordered	Inversion	671,580000000001	3,761
1	46,754	70	350	0,9	0,05	Ordered	Inversion	700,500000000001	1,301
1	46,754	70	350	0,9	0,06	Ordered	Inversion	707,980000000001	2,877
1	46,754	70	350	0,9	0,07	Ordered	Inversion	624,640000000001	2,237
1	46,754	70	350	0,9	0,08	Ordered	Inversion	683,000000000001	1,479
1	46,754	70	350	0,9	0,09	Ordered	Inversion	633,140000000001	2,323
1	46,754	70	350	0,9	0,1	Ordered	Inversion	633,140000000001	1,204
1	46,754	70	350	0,9	0,11	Ordered	Inversion	700,500000000001	2,748
1	46,754	70	350	0,9	0,12	Ordered	Inversion	644,420000000001	1,2
1	46,754	70	400	0,6	0,01	Ordered	Inversion	703,800000000001	3,239
1	46,754	70	400	0,6	0,02	Ordered	Inversion	739,860000000002	2,625
1	46,754	70	400	0,6	0,03	Ordered	Inversion	698,800000000001	1,865
1	46,754	70	400	0,6	0,04	Ordered	Inversion	692,380000000001	3,084
1	46,754	70	400	0,6	0,05	Ordered	Inversion	648,400000000001	1,353
