2017-09-13 08:14:23:8798	../../../files/testListWithPickListSize100_part02_02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
50	364,994	2135,69999999999	387,245	1335,42	645,391	2231,67999999999	25,375	1260,04	27,902	2537,61999999999	83,167	1187,78	106,695	2209,24	0,001	1827,6	0,002

2017-09-16 06:03:07:2866	../../../files/testListWithPickListSize100_part02_01.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
1	351,015	2172,49999999999	195,49	1821,11999999999	501,5	1876,03999999999	25,034	1622,74	41,803	2254,63999999999	77,32	1615,52	104,929	2087,3	0,002	1915,9	0,002
2	349,964	2438,17999999999	213,545	1612,04	474,517	1840,32	34,133	1780,7	44,421	2432,55999999999	93,105	1752,64	88,77	2175,8	0,001	1793,34	0,002
3	353,584	2199,99999999999	203,778	1546,86	537,542	2163,77999999999	25,626	1741,02	32,953	2334,33999999999	107,719	1132,5	95,361	2297,4	0,001	1822,06	0,002
4	349,044	2116,81999999999	290,892	1554,74	552,673	2189,89999999999	31,206	1335,62	32,997	2303,39999999999	63,808	1420,26	112,562	2082,24	0,001	1771,86	0,002
5	351,464	2193,57999999999	273,896	1743,6	573,207	2005,83999999999	42,664	1910,86	36,277	2249,31999999999	89,173	1694,46	112,006	2203,5	0,001	1921,44	0,002
6	375,226	2095,95999999999	237,402	1540,22	489,694	2030,87999999999	21,73	1598,04	43,564	2435,17999999999	67,095	1613,76	110,466	2120,4	0,001	1738,28	0,002
7	377,834	2097,55999999999	227,307	1346,8	606,916	1912,01999999999	27,379	1485,64	28,181	1997,63999999999	78,114	1300,36	94,688	2026,84	0,001	1706,06	0,002
8	374,845	2328,35999999999	304,935	1742,28	587,845	1818,83999999999	37,942	1628,76	32,048	2172,97999999999	73,432	1695,68	97,131	2148,1	0,001	1876,78	0,002
9	352,792	2501,71999999999	279,227	1710,1	524,251	2088,25999999999	34,61	1752,38	41,584	2437,73999999999	118,596	1953,82	91,3	2258,62	0,001	1865,7	0,003
10	354,369	2603,57999999998	194,901	1436,04	550,26	1998,02	40,938	1529,54	46,339	2374,91999999999	70,859	1807,06	96,666	2291,86	0,001	1877,12	0,002
11	351,417	2308,89999999999	217,222	1749,52	333,44	1883,21999999999	43,544	1741,4	39,136	1973,54	68,279	1609,6	143,233	2153,98	0,002	1767,68	0,002
12	356,346	2406,01999999999	337,064	1708,5	520,907	2180,63999999999	29,904	1636,38	46,703	2646,49999999999	77,499	1387,68	106,611	2109,6	0,001	1645,12	0,002
13	354,283	2345,89999999999	161,652	1607,62	570,861	2155,91999999999	35,384	1526,84	30,324	2086	77,183	1516,88	127,671	2142,9	0,001	1854,96	0,003
14	355,494	2265,49999999999	232,775	1493,02	508,959	2002,53999999999	30,137	1507,06	31,11	2196,29999999999	114,886	1453,02	83,24	2164,72	0,001	1782,94	0,004
15	692,214	2506,27999999999	144,041	1665,98	396,484	2014,24	37,477	1851,66	33,278	2550,81999999999	109,366	1928,7	131,682	2176	0,002	1827,94	0,002
16	778,099	2414,03999999999	288,394	1402,38	499,496	1868,53999999999	42,899	1626,52	25,814	2319,89999999999	54,938	1767,12	122,718	1993,6	0,002	1839,02	0,003
17	785,359	2134,59999999999	166,153	1697,28	313,051	2082,14	31,12	1580,98	49,642	2024,55999999999	58,046	1705,4	92,068	2110	0,001	1717,82	0,002
18	739,941	2336,13999999999	322,08	1635,58	316,388	1981,05999999999	28,575	1490,64	39,061	1944,41999999999	109,413	1341,68	123,946	2275,38	0,001	1638,56	0,002
19	747,471	1815,92	334,116	1401,96	687,64	1636,83999999999	42,023	1458,86	36,881	1830,61999999999	79,108	1481,64	103,488	2155	0,001	1629,52	0,002
20	837,356	2336,91999999999	247,305	1695,82	573,842	2343,93999999999	29,299	1892,96	27,773	2442,29999999999	119,702	1626,76	95,33	2187,22	0,001	1851,12	0,002
21	630,089	2345,15999999999	218,093	1603,14	481,62	1959,3	32,407	1688,68	31,266	2198,05999999999	103,886	1532,34	86,192	2153,98	0,001	1822,4	0,002
22	376,283	2572,13999999999	274,901	1798,98	493,283	2051,31999999999	24,73	1955,86	37,046	2042,23999999999	90,304	1761,18	124,442	2038,6	0,002	1794,7	0,003
23	382,403	2321,43999999999	254,166	1431,42	609,713	2040,53999999999	27,853	1645,4	40,036	2212,51999999999	80,288	1287,2	115,443	1983,2	0,001	1761,8	0,003
24	381,18	2041,65999999999	225,297	1246,78	483,71	1726,12	44,757	1230,98	33,51	1964,01999999999	97,135	1358,2	119,08	2159,52	0,001	1795,04	0,003
25	376,435	2042,01999999999	243,114	1774,78	321,475	2210,27999999999	30,073	1829,94	42,584	2287,07999999999	81,608	1770,56	120,101	2225,86	0,001	1800,92	0,002
26	380,245	2908,19999999999	240,377	1831,16	426,387	2353,65999999999	44,185	1949,2	33,788	2325,55999999999	78,49	1671,66	116,211	2115,34	0,001	1828,62	0,004
27	381,191	2252,29999999999	277,31	1622	539,941	2313,29999999999	23,793	1763,56	34,256	2625,47999999999	95,702	1873,16	112,208	2258,9	0,001	1821,72	0,003
28	391,576	2241,21999999999	267,079	1406,94	408,045	1894,99999999999	37,124	1598,88	39,976	2291,11999999999	60,603	1077,8	100,121	2186,88	0,001	1722,68	0,002
29	382,563	2357,93999999999	219,406	1937,59999999999	512,587	2460,75999999999	25,194	1847,1	36,533	2385,57999999999	89,698	1693,48	113,857	2225,52	0,001	1932,18	0,002
30	370,172	2257,29999999999	246,548	1651,4	533,461	1909,67999999999	31,641	1338,12	31,249	2140,27999999999	99,963	1514,6	110,607	2098,38	0,001	1783,28	0,002
31	777,465	2253,95999999999	217,596	1736,64	557,263	2042,91999999999	39,039	1532,28	34,487	1906,17999999999	97,085	1550,16	83,708	2110	0,001	1700,52	0,002
32	837,085	2354,19999999999	215,263	1276,76	602,972	2052,16	22,468	1351,84	38,86	2142,01999999999	77,444	1411,28	87,843	2258,76	0,001	1871,24	0,002
33	566,347	2026,17999999999	232,777	1711,76	384,016	2343,15999999999	35,608	1802,56	35,503	2470,35999999999	53,119	1870,91999999999	102,892	2081,9	0,002	1828,28	0,003
34	733,268	2287,13999999999	273,465	1530,24	413,874	2250,63999999999	20,821	1684,88	46,204	2251,15999999999	105,083	1475,18	117,91	1977,46	0,001	1589,38	0,003
35	615,58	2438,37999999999	294,19	1622,68	438,348	2508,03999999999	23,05	1797,44	29,797	2167,57999999999	86,723	1601,68	96,161	2092,98	0,001	1816,18	0,002
36	584,359	2238,43999999999	158,09	1494,14	477,445	1603,09999999999	39,873	1849,72	35,065	2068,67999999999	56,169	1435,44	108,935	2121,22	0,001	1795,38	0,002
37	386,358	2470,55999999999	286,583	1738,92	392,263	1931,23999999999	27,15	1710,3	51,673	2456,75999999999	99,846	1934,92	93,781	2214,58	0,001	1828,62	0,002
38	388,862	2065,91999999999	289,846	1297,24	717,615	1968,75999999999	30,689	1317,92	50,578	2060,33999999999	91,546	1657,86	73,789	2087,78	0,001	1772,2	0,003
39	389,811	2430,95999999999	268,432	1401,28	700,364	2188,75999999999	46,651	1586	28,862	2311,17999999999	98,051	1433,06	97,565	2115,34	0,001	1816,52	0,002
40	385,575	2310,69999999999	233,688	1505,46	426,147	1960,11999999999	15,763	1850,6	38,984	2478,63999999999	90,406	1840,73999999999	95,78	2176	0,002	1789,5	0,002
41	391,039	2423,41999999999	407,658	1500,52	519,967	2226,19999999999	33,729	1752,58	37,802	2355,31999999999	57,376	1534	139,844	2319,56	0,001	1987,92	0,002
42	404,629	2243,29999999999	208,409	1498,76	528,911	1724,45999999999	26,57	1354,44	38,703	2283,27999999999	119,987	1372,98	108,283	2303,08	0,002	1970,62	0,002
43	385,156	1773,87999999999	240,636	1592,96	520,333	1956,41999999999	23,954	1754,3	47,995	2040,45999999999	99,852	1755,68	130,342	1999,42	0,002	1666,94	0,003
44	391,945	1965,36	413,325	1638,1	505,136	1795,8	24,464	1593,62	25,339	2234,63999999999	84,332	1551,2	87,37	1971,92	0,001	1701,2	0,002
45	398,656	2219,17999999999	242,516	1489,96	340,029	1754,68	48,185	1236,66	33,104	2128,63999999999	131,816	1457,16	122,204	2142,9	0,001	1811,32	0,002
46	361,52	2410,11999999999	320,691	1847,64	653,967	2091,95999999999	32,072	1561,54	38,376	2307,81999999999	96,456	1523,34	97,669	2170,4	0,001	1765,98	0,002
47	360,667	2086,85999999999	261,874	1764	613,278	2222,97999999999	34,66	1839,66	42,666	2473,07999999999	73,694	1894,24	100,137	2247,68	0,001	1883	0,002
48	354,417	2379,51999999999	222,185	1676,38	486,683	2375,25999999999	29,649	1688,82	35,985	2325,33999999999	63,095	1649,9	150,125	2192,76	0,001	1827,6	0,002
49	354,699	2453,87999999999	284,862	1990,72	665,02	2170,19999999999	29,804	1710,34	28,323	2356,39999999999	65,054	1674,68	91,15	2165,4	0,001	1823,42	0,002
50	355,342	1927,63999999999	309,3	1481,26	463,668	1957,23999999999	23,741	1487,96	37,434	2147,99999999999	110,319	1198,54	119,059	2037,92	0,001	1794,36	0,003

2017-09-24 13:37:42:2571	../../../files/testListWithPickListSize100_part02_02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
2017-09-24 13:42:32:2620	../../../files/testListWithPickListSize100_part02_02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
