2017-09-06 02:43:43:0904	../../../files/testListWithPickListSize100_part05.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
54	363,911	2133,91999999999	176,897	1410,8	465,4	2235,35999999999	18,491	1515,66	22,922	2152,31999999999	76,242	1427,08	93,473	2120,4	0,001	1716,12	0,002
55	609,878	2226,25999999999	201,103	1865,04	585,687	2111,53999999999	26,359	1793,64	33,731	2276,59999999999	80,43	1849,64	96,197	2314,36	0,001	1838,68	0,002
56	379,955	2244,31999999999	216,532	2047,12	378,237	2032,79999999999	29,149	1824,5	33,888	2333,59999999999	90,116	1713,36	110,282	2226,2	0,002	1827,6	0,003
57	341,543	2459,27999999999	177,163	1595,48	573,712	2030,15999999999	21,884	1569,76	28,967	2426,85999999999	107,823	1726,48	118,775	2120,54	0,001	1688,42	0,002
58	340,936	2405,63999999999	245,458	1662,04	474,492	1762,89999999999	29,029	1492,68	30,159	2029,31999999999	81,525	1553,02	99,011	2165,2	0,001	1788,82	0,003
59	340,941	2039,64	230,168	1642,56	465,463	1906,07999999999	23,086	1491,65999999999	41,627	2350,61999999999	88,801	1676	94,719	2164,86	0,001	1693,96	0,002
60	428,652	2219,47999999999	278,895	1731,36	483,242	1905,47999999999	30,297	1418,14	35,425	1983,25999999999	110,981	1706,76	78,008	2059,74	0,001	1694,3	0,002
61	744,255	2238,43999999999	203,987	1812,5	458,607	1929,63999999999	28,607	1439,48	42,4	2415,61999999999	79,996	1924,38	103,24	2286,66	0,002	1839,02	0,003
62	805,537	2059,15999999999	256,991	1723,86	473,602	2110,39999999999	26,31	1710,5	35,748	2243,83999999999	80,475	1539,04	105,819	2043,46	0,001	1844,56	0,003
63	372,551	2585,83999999999	160,667	1878,9	546,546	2040,67999999999	37,865	1754,94	34,434	2085,73999999999	68,172	1538,36	95,814	2170,8	0,001	1834,16	0,003
64	377,526	2370,77999999999	185,802	1762,98	429,542	2133,43999999999	25,991	1840,6	28,6	2359,49999999999	78,878	1891,56	92,745	2225,86	0,001	1899,96	0,002
65	374,559	2038,59999999999	236,271	1520,78	491,347	1770,43999999999	31,122	1458,78	33,063	2046,33999999999	105,205	1552	98,195	2209,38	0,001	1795,04	0,002
66	347,051	2121,85999999999	359,757	1882,4	566,658	2244,99999999999	31,725	1612,04	40,27	2346,17999999999	68,091	2022,8	115,005	2170,26	0,002	1855,64	0,002
67	342,052	2329,27999999999	175,268	1857,22	573,079	2079,47999999999	25,409	1638,58	40,697	2586,69999999998	60,25	1691,36	77,828	2170,26	0,001	1860,16	0,002
68	340,904	2043,37999999999	233,696	1570,1	466,828	1933,87999999999	33,024	1679,88	33,089	1946,1	136,629	1490,06	109,05	2165,06	0,001	1805,44	0,002
69	341,362	2220,53999999999	210,978	1979,1	449,602	2068,91999999999	30,114	1806,14	27,802	2521,09999999999	82,238	1643,02	66,861	2054,4	0,002	1799,56	0,003
70	340,391	2311,29999999999	272,69	1496,86	503,557	1981,63999999999	34,362	1756,76	47,942	2372,55999999999	67,49	1533,82	107,448	2049	0,001	1788,82	0,002
71	343,697	1915,79999999999	211,333	1603	351,284	2118,87999999999	30,61	1211,9	31,585	2089,73999999999	80,871	1605,28	93,269	2099,4	0,001	1619,46	0,002
72	429,442	2307,07999999999	241,033	1639,4	459,896	1899,07999999999	44,07	1571,9	33,855	2449,27999999999	66,543	1214,32	124,291	2242,14	0,001	1744,16	0,002
73	429,366	2706,25999999999	181,308	1514,64	382,147	1905,1	36,037	1579,42	48,419	2307,91999999999	111,971	1233,7	126,752	2182,16	0,001	1816,86	0,002
74	1820,106	2444,15999999999	231,55	1844,2	525,685	2156,73999999999	23,635	1714,82	33,213	2152,53999999999	74,524	1549,78	95,07	1988,2	0,001	1794,36	0,002
75	440,796	2249,03999999999	207,62	1901,44	404,282	2211,13999999999	28,704	1557,72	30,668	2308,83999999999	119,549	1870,78	105,748	2225,66	0,001	1798,88	0,002
76	769,968	2168,85999999999	293,122	1662,9	356,709	2153,97999999999	32,362	1673,78	29,346	2155,87999999999	63,871	1677,5	97,875	2154,12	0,002	1688,76	0,003
77	661,653	2066,31999999999	280,885	1416,7	451,068	1830,83999999999	31,596	1530,76	30,818	2158,93999999999	88,352	1574,88	80,39	1927,4	0,001	1677,68	0,002
78	582,577	1940,09999999999	242,562	1689,4	592,977	2105,31999999999	22,926	1175,92	46,196	2204,95999999999	120,964	1689,66	101,008	2148,44	0,001	1728,56	0,002
79	398,848	2103,37999999999	250,006	1520,48	509,518	1446,24	25,554	1735,96	44,486	2364,19999999999	77,967	1549,98	107,022	2170,6	0,002	1817,54	0,002
80	377,561	2117,81999999999	222,327	1798,5	498,94	2296,27999999999	30,072	864,14	28,38	2164,11999999999	80,277	1733,2	91,378	1982,32	0,001	1718,16	0,002
81	349,775	2062,27999999999	265,999	1456,22	500,863	1950,91999999999	34,395	1599,74	40,41	2240,23999999999	93,631	1589,14	132,524	2186,88	0,001	1809,96	0,002
82	353,796	2261,19999999999	145,477	1540,64	643,415	2195,39999999999	26,371	1807,26	28,124	2251,13999999999	114,035	1636,92	115,908	2126,42	0,001	1755,58	0,002
83	374,272	2319,05999999999	179,326	1847,26	370,157	1565,2	44,458	1369,68	40,654	2579,41999999998	63,806	1524,36	99,545	2103,92	0,001	1776,72	0,002
84	360,492	2773,75999999999	301,082	1783,24	563,559	2103,19999999999	42,519	1901,94	33,338	2317,75999999999	65,663	1613,78	127,807	2187,08	0,001	1762,14	0,002
85	773,858	2052,43999999999	229,408	1762,44	464,847	2194,49999999999	22,218	1653,78	43,407	1867,74	84,297	1765,7	88,214	2153,78	0,001	1711,26	0,002
86	407,948	2045,96	263,457	1709,52	534,947	2001,68	37,11	1624,5	28,096	1929,54	85,163	1706,9	112,407	2104,4	0,001	1707,42	0,002
87	366,95	1853,55999999999	225,191	1067,94	464,612	1656,26	36,589	1643,92	29,946	2198,69999999999	89,277	1525,24	145,17	2302,94	0,002	1782,26	0,003
88	373,952	2021,55999999999	309,427	1463,78	534,769	2330,53999999999	28,691	1930,05999999999	35,519	2500,55999999999	125,12	1887,06	92,815	2291,86	0,001	1893,74	0,002
89	368,752	2441,25999999999	264,821	1765,46	513,328	2008,65999999999	22,925	1712,78	28,579	2245,77999999999	97,165	1477,42	78,574	2275,72	0,001	1762,48	0,002
90	511,305	2413,59999999999	177,427	1530,6	474,925	2268,17999999999	31,047	1658,68	43,902	2068,23999999999	78,096	1661,58	99,486	2226,2	0,001	1779,1	0,002
91	645,403	2155,27999999999	269,436	1622,54	521,578	2030,13999999999	39,045	1583,8	27,515	2304,99999999999	78,279	1528,28	97,678	2098,52	0,002	1755,24	0,003
92	380,528	2294,67999999999	205,401	1825,04	559,87	1903,97999999999	30,173	1719,4	40,975	2120,89999999999	81,822	1537	117,652	2187,42	0,001	1789,5	0,002
93	341,684	2174,63999999999	327,654	1804,24	381,997	1753,74	41,727	1814,1	34,634	2163,83999999999	77,575	1459,92	124,153	2071,5	0,001	1817,54	0,002
94	346,273	2116,59999999999	281,858	1564,52	467,688	2143,85999999999	22,116	1499,92	31,762	2208,09999999999	66,873	1236,04	100,47	2059,6	0,001	1727,2	0,002
95	804,057	2364,47999999999	264,231	1551,28	432,899	1763,72	23,639	1529,52	38,41	1960,63999999999	81,487	1476,94	97,852	2094,2	0,002	1789,5	0,003
96	804,118	2384,29999999999	183,042	1825,03999999999	446,604	2175,35999999999	37,631	1749,38	33,504	2318,97999999999	59,936	1497	109,696	2065,96	0,001	1755,58	0,002
97	374,586	2183,75999999999	272,053	1182,92	430,635	1936,77999999999	36,94	1658,74	30,819	2230,71999999999	98,579	1661,6	93,436	1949,08	0,001	1667,28	0,002
98	374,105	2569,07999999999	209,254	1871,4	531,885	2095,35999999999	33,311	1900,8	28,776	2446,87999999999	71,659	1594,2	118,853	2137,16	0,001	1816,18	0,002
99	373,076	2410,13999999999	271,237	1434,7	506,19	2229,88	56,031	1521,94	35,454	2313,95999999999	100,509	1668,94	121,722	2275,38	0,001	1821,72	0,002
100	344,903	2483,61999999998	160,31	1168,36	608,105	1930,95999999999	34,836	1390,76	46,214	2363,33999999999	67,066	1538,56	98,367	2088,32	0,001	1789,16	0,002

2017-09-09 20:53:33:9626	../../../files/testListWithPickListSize100_part03.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
1	400,692	2716,45999999998	168,408	1357,86	563,102	2516,11999999999	26,907	1375,36	22,913	2433,85999999999	87,719	1582,68	89,887	2115	0,001	1717,82	0,002
2	344,423	2512,49999999999	237,688	1392,02	325,408	2323,49999999999	20,271	1576,34	30,212	2259,29999999999	77,946	1639,54	76,446	2142,9	0,001	1883	0,002
3	340,194	2263,47999999999	179,65	1444,44	576,967	1827,02	33,863	1521,1	28,417	2066,25999999999	95,865	1344,42	90,667	2027,18	0,001	1646,14	0,002
4	342,788	2091,15999999999	347,782	1476,6	513,581	1978,67999999999	34,103	1662,76	35,172	1931,66	66,386	1415,62	99,335	2214,78	0,002	1827,26	0,003
5	340,641	2526,01999999999	305,336	1630,6	562,218	2408,55999999999	38,931	1758,84	39,855	2566,35999999999	79,206	1490,58	124,031	2175,8	0,001	1843,2	0,002
6	340,508	2121,81999999999	268,935	1786,02	456,839	2242,03999999999	35,492	1472,66	25,025	1816,22	52,663	1663,06	106,079	2054,4	0,001	1771,86	0,002
7	344,825	2186,55999999999	302,861	1758,12	374,845	2299,05999999999	29,023	1530,68	29,168	2288,15999999999	101,465	1715,54	130,638	2098,72	0,001	1749,7	0,002
8	341,789	2438,91999999999	175,968	1802,3	467,187	1951,21999999999	31,958	1585,6	35,395	2237,41999999999	61,311	1375,22	74,205	2170,26	0,001	1782,6	0,002
9	342,843	2517,49999999999	247,629	1739,12	448,462	2416,45999999999	23,524	1667,2	48,492	1967,29999999999	132,003	1878,02	80,068	2115	0,001	1771,52	0,002
10	342,916	2177,69999999999	226,244	1369	471,817	2224,13999999999	43,902	1359,72	39,464	1981,19999999999	96,45	1525,1	94,536	1989,22	0,001	1663,44	0,002
11	342,298	2432,89999999999	308,241	1836,24	459,822	2275,27999999999	35,46	1624,74	38,042	2259,35999999999	106,625	1532,94	98,251	2115,34	0,001	1823,08	0,002
12	357,273	2438,55999999999	184,596	1627,54	683,825	2069,73999999999	35,009	1797,44	29,063	2580,87999999998	58,26	1722,06	113,764	2198,16	0,002	1855,3	0,003
13	462,025	2364,11999999999	190,529	1392,38	454,515	2386,71999999999	23,728	1545,84	44,117	2293,69999999999	75,11	1490,54	98,835	1971,72	0,001	1716,12	0,002
14	368,944	2148,43999999999	254,162	1301,96	496,242	1694,51999999999	29,641	1431,94	39,042	2118,79999999999	76,124	1160,32	102,906	2054,88	0,001	1712,28	0,002
15	343,876	2390,21999999999	201,501	1590,76	395,948	1839,32	34,807	1683,72	36,88	2479,19999999999	61,225	1736,16	108,478	2115,2	0,001	1839,02	0,002
16	344,038	2119,87999999999	274,482	1351,16	494,429	2045,05999999999	26,051	1388,44	40,605	1997,39999999999	100,677	1411,48	90,54	2021,1	0,002	1727,54	0,003
17	342,52	2427,69999999999	234,539	1458,9	520,929	1861,52	30,689	1772,02	33,74	2387,83999999999	58,166	1906,29999999999	99,096	2120,68	0,001	1682,88	0,002
18	349,846	2280,87999999999	237,936	1616,08	507,789	2239,85999999999	42,115	1597,52	44,076	2110,81999999999	103,403	1424,52	105,601	2203,36	0,001	1899,96	0,002
19	414,035	2458,97999999999	257,597	1796,26	383,825	2058,13999999999	36,532	1698,12	38,213	2211,65999999999	78,905	1841,76	83,744	2049,2	0,001	1799,56	0,002
20	432,826	2653,03999999998	157,467	1791,89999999999	487,421	2173,25999999999	27,049	1526,12	28,383	2153,37999999999	79,508	1784,26	107,863	2187,08	0,001	1899,96	0,002
21	428,049	2057,19999999999	204,993	1658,8	380,342	1738,02	45,582	1472,9	34,301	2103,97999999999	65,739	1299,66	100,674	2203,5	0,001	1772,2	0,002
22	1829,069	2421,03999999999	294,603	1484,2	414,193	2005,21999999999	51,239	1762,88	37,569	2242,27999999999	115,48	1919,66	108,505	2061,3	0,001	1779,44	0,002
23	430,938	2243,83999999999	230,706	1679,2	361,806	1963,56	37,005	1264,56	23,215	2224,91999999999	71,889	1694,12	80,13	2087,78	0,002	1766,66	0,003
24	1827,656	2188,71999999999	250,934	1537,38	496,519	2242,27999999999	38,192	1825,88	36,241	2090,11999999999	112,253	1586,32	77,652	2265,32	0,001	1807,14	0,002
25	421,334	2002,97999999999	279,949	1651,84	518,71	1631,47999999999	51,144	1388,84	45,447	2084,33999999999	138,309	1266,12	90,956	2137,36	0,001	1727,2	0,002
26	1676,578	2382,71999999999	390,726	1261,5	520,864	2218,35999999999	50,471	1120,72	28,554	2177,69999999999	85,662	1651,7	92,228	2166,28	0,001	1797,08	0,002
27	1828,301	2089,29999999999	339,167	1608,88	543,825	2144,33999999999	41,363	1404,18	49,278	2308,47999999999	80,16	1875,2	90,273	2176	0,001	1893,4	0,002
28	353,904	2285,05999999999	284,597	1724,6	519,583	1853,85999999999	46,731	1394,56	41,741	2000,93999999999	139,781	1549,54	120,962	2076,9	0,001	1832,8	0,002
29	366,558	2354,73999999999	242,913	1322,86	718,31	2013,51999999999	33,691	1265,36	27,612	1952,95999999999	77,652	1408,7	134,021	2081,76	0,001	1665,92	0,002
30	343,162	2175,27999999999	190,287	1527,08	479,038	1918,21999999999	36,146	1675,64	37,17	2432,49999999998	58,042	1953,28	71,816	1962,2	0,001	1653,38	0,002
31	340,887	2289,13999999999	223,87	1778,38	457,385	1937,11999999999	23,755	1176,62	28,04	2407,03999999999	79,843	1654,12	73,023	2065,42	0,002	1632,68	0,003
32	341,085	2465,55999999999	209,202	1568	399,281	1882,06	36,637	1618,44	35,476	1877,73999999999	81,27	1612,92	79,488	2059,6	0,001	1771,86	0,002
33	344,539	2205,59999999999	236,244	1772,16	570,406	2363,81999999999	29,908	1766,82	33,195	2662,55999999998	81,407	1886,8	103,794	2269,84	0,001	1804,42	0,002
34	349,745	2229,69999999999	222,24	1332,6	527,818	1721,16	37,964	1749,42	30,681	2321,85999999999	139,329	1827,14	96,602	2280,78	0,001	1854,96	0,002
35	347,736	2455,09999999999	217,531	1882,52	497,968	2305,35999999999	28,575	1722,8	23,024	2154,03999999999	84,679	1947,84	94,503	2159,32	0,001	1827,94	0,002
36	378,817	2151,35999999999	180,17	1417,16	493,981	2044,2	22,152	1522,42	32,237	2263,17999999999	57,976	1635,96	73,612	2010,22	0,001	1689,44	0,002
37	635,2	2044,89999999999	267,74	1549,22	536,436	1355,9	33,66	934,680000000001	35,655	2128,49999999999	80,33	1453,9	103,837	2110	0,001	1667,96	0,002
38	817,396	2323,23999999999	377,209	1594,1	593,73	2148,77999999999	49,432	1955,99999999999	37,109	2560,83999999999	78,109	1872,04	93,822	2181,34	0,001	1876,78	0,002
39	369,804	1861,17999999999	244,934	1169,8	519,63	1766,65999999999	33,039	1410,8	37,696	2151,15999999999	112,176	1440,44	101,914	2203,7	0,001	1662,08	0,002
40	348,934	2226,45999999999	234,593	1603,28	461,022	1734,56	30,958	1629,06	27,502	2326,79999999999	69,539	1283,6	104,991	2010,02	0,001	1738,62	0,002
41	345,366	2520,93999999998	179,174	1626,82	413,699	2088,85999999999	29,605	1738,58	29,675	2370,73999999999	118,588	1462,26	97,539	2269,7	0,001	1711,26	0,003
42	343,805	2221,17999999999	206,184	1875,09999999999	539,439	2225,55999999999	34,597	1912,99999999999	29,931	2449,17999999999	74,942	1752,38	102,152	2099,06	0,001	1906,52	0,002
43	346,479	2035,87999999999	286,261	1690,76	537,504	2166,69999999999	39,077	1482,24	29,849	2303,71999999999	106,298	1689,22	97,417	2197,96	0,002	1871,92	0,002
44	401,558	1970,17999999999	205,453	1395,48	479,402	1802,73999999999	26,605	1561	35,891	1822,49999999999	98,971	1555,38	65,821	1938,48	0,001	1694,98	0,002
45	350,928	2003,55999999999	272,344	1151,38	577,459	2391,43999999999	36,197	1248,48	38,786	2268,67999999999	79,022	1570,58	136,396	2071,16	0,001	1739,3	0,002
46	379,514	2370,75999999999	304,125	1589,06	444,586	2109,29999999999	30,203	1545,4	32,311	2225,95999999999	71,367	1892,49999999999	67,107	2225,52	0,001	1760,78	0,002
47	365,426	2631,31999999998	175,521	1838,46	485,576	2350,15999999999	28,585	1530,88	27,684	2292,81999999999	110,203	1454,68	102,577	2115	0,001	1843,2	0,002
48	343,699	2106,53999999999	242,791	1267,86	466,178	1776,73999999999	36,719	1401,02	37,206	1901,22	81,759	1499,72	90,862	2220,32	0,001	1782,6	0,002
49	350,535	2134,67999999999	255,086	1691,08	425,976	2052,25999999999	31,985	996,560000000001	32,255	2149,21999999999	111,583	1335,68	103,685	2209,38	0,001	1794,36	0,003
50	346,777	2146,83999999999	198,527	1444,58	573,138	1914,47999999999	36,47	1617,52	31,356	1993,37999999999	156,655	1899,92	82,129	2043,46	0,001	1782,94	0,002
51	344,247	1901,16	248,819	1638,28	450,546	2226,81999999999	18,845	1334,06	28,522	2237,17999999999	73,595	1227,06	108,328	2209,38	0,001	1826,92	0,002
52	607,301	2506,81999999998	233,761	1734,56	446,092	2274,65999999999	37,704	1727,22	22,102	2349,57999999999	105,682	1447,04	71,981	2026,84	0,001	1727,88	0,002
53	542,78	2387,23999999999	220,349	1382,32	458,081	1735,64	28,998	1717,1	27,546	2264,15999999999	86,376	1497,98	107,855	2137,7	0,001	1750,38	0,002
54	585,129	1926,24	283,141	1924,41999999999	450,808	2033,35999999999	46,325	1448,94	26,683	1891,88	100,069	1582	116,852	2115	0,001	1717,48	0,002
55	506,383	2488,41999999999	211,92	1770,38	447,888	2157,77999999999	17,65	1572,86	27,963	1968,89999999999	86,063	1441,4	130,435	2170,26	0,001	1771,18	0,003
56	555,053	2119,09999999999	231,534	1821,8	380,937	1984,68	30,268	1624,1	38,328	2437,09999999999	89,396	1342,24	107,154	2153,98	0,001	1777,4	0,002
57	691,002	1870,99999999999	185,756	1615,44	433,201	2011,87999999999	34,781	1567,32	47,384	2003,37999999999	91,544	1537,06	90,73	2004,82	0,001	1667,28	0,002
58	798,787	1851,15999999999	214,147	1548,28	499,064	1971,53999999999	30,008	1446,68	35,194	2212,21999999999	79,075	1589,34	121,373	2037,72	0,001	1705,04	0,002
59	380,722	2098,47999999999	185,13	1650,42	506,199	2031,93999999999	32,905	1196,86	39,602	2273,27999999999	87,952	1144,62	106,338	2004,82	0,001	1617,08	0,002
60	718,408	1839,26	281,736	1524,3	406,867	1986,87999999999	31,541	1624,14	46,712	2401,07999999999	78,26	1525,58	101,792	2375,16	0,002	1844,56	0,004
61	424,412	2437,41999999999	178,413	1570,64	434,365	1910,29999999999	30,837	1870,15999999999	21,072	2228,71999999999	73,085	1643,68	120,96	2049,34	0,001	1800,24	0,002
62	383,648	2170,89999999999	239,32	1460,8	437,674	1886,93999999999	23,037	1432,62	40,833	1857,74	85,006	934,480000000001	84,065	2253,22	0,001	1821,38	0,002
63	553,4	1853,12	252,368	1404,32	419,068	2151,09999999999	29,76	1465,8	37,029	2182,31999999999	134,482	1666,76	129,953	2081,9	0,001	1799,22	0,002
64	532,481	2341,23999999999	195,245	1760,08	404,671	2270,27999999999	33,527	1590,84	28,988	1906,95999999999	77,153	1777,56	139,177	2071,16	0,001	1717,14	0,002
65	757,432	2313,49999999999	271,661	1772,36	417,713	1749,14	19,705	1871,02	33,244	2550,07999999998	76,452	1446,32	112,316	2009,88	0,001	1754,9	0,002
66	566,067	2117,57999999999	320,301	1828,7	410,614	2116,35999999999	29,624	1732,42	32,145	2296,99999999999	79,897	1640,02	153,292	2176	0,002	1667,28	0,004
67	438,922	2391,81999999999	301,298	1551,52	508,32	1744,55999999999	37,43	1164,84	43,896	2261,09999999999	125,338	1179,56	140,982	2115	0,001	1705,04	0,005
68	675,947	2331,75999999999	341,784	1719,72	518,209	1876,09999999999	56,749	1488,82	28,033	2190,07999999999	74,264	1261,28	84,69	1938	0,001	1688,42	0,002
69	630,727	2243,15999999999	339,793	1594,56	642,964	2019,33999999999	33,446	1615,92	45,231	2056,11999999999	74,184	1372,36	89,697	2131,48	0,001	1838,34	0,002
70	556,689	1879,43999999999	273,44	1490,12	580,087	2058,85999999999	32,971	1511,7	30,375	2365,71999999999	54,927	1637,32	121,485	2115,68	0,001	1822,4	0,003
71	422,779	2215,79999999999	284,3	1845,12	490,715	2112,58	31,303	1348,8	35,553	2231,71999999999	102,93	1423,58	97,554	2165,4	0,001	1849,76	0,003
72	381,972	1909,21999999999	320,916	1533,4	571,339	1906,71999999999	30,421	1555,22	25,172	2245,46	76,345	1550,02	110,697	2164,72	0,001	1811,66	0,002
73	378,986	2200,63999999999	159,082	1849,3	443,696	2098,61999999999	31,731	1587,78	32,531	1950,87999999999	73,738	1459,7	87,925	2005,36	0,001	1673,16	0,002
74	348,974	2202,51999999999	245,962	1597,46	435,171	1703,18	42,624	1554,02	30,562	1992,91999999999	101,653	1562,86	132,986	1983,34	0,002	1596,28	0,003
75	349,756	1924,94	243,409	1818,96	456,933	2017,77999999999	42,939	1704,52	29,558	2192,95999999999	79,269	1682,69999999999	63,464	2330,98	0,001	1844,22	0,003
76	359,454	2397,71999999999	221,019	1789,86	567,421	2151,09999999999	36,053	1721,54	34,518	2651,53999999998	66,633	1633,38	90,072	1993,74	0,001	1691,14	0,002
77	435,453	2474,95999999999	240,842	1714,92	409,274	2154,59999999999	29,464	1479,32	49,529	2103,73999999999	111,613	1490,26	128,89	2242,14	0,002	1827,94	0,003
78	425,642	2048,71999999999	248,47	1642,56	406,668	1971,1	34,304	1537,68	34,252	2306,53999999999	83,652	1613,4	80,664	2225,86	0,001	1833,14	0,002
79	440,374	2260,49999999999	199,987	1780,04	686,628	2305,25999999999	30,439	1382,32	38,819	2235,63999999999	70,127	1665,6	89,82	2099,06	0,001	1789,5	0,002
80	1847,527	1946,21999999999	271,214	1902,32	325,221	2352,39999999999	28,24	1853,42	29,57	2216,91999999999	66,407	1600,96	135,797	2258,62	0,002	1833,48	0,003
81	376,771	2299,57999999999	291,18	1435,64	400,743	2476,07999999999	18,964	1531,26	38,218	2280,71999999999	93,016	1561,1	128,298	2132,16	0,002	1795,72	0,003
82	348,245	2159,61999999999	198,911	1227,78	501,983	1992,09999999999	23,621	1550,42	31,148	2013,97999999999	99,531	1580,5	117,425	2148,24	0,001	1677	0,002
83	371,767	2339,91999999999	222,583	1746,94	439,976	2116,83999999999	29,901	1260,7	34,152	2471,77999999999	86,773	1508,68	112,925	2197,82	0,002	1833,14	0,002
84	685,547	2304,57999999999	252,934	1275,6	550,552	2276,23999999999	35,597	1635,16	31,83	2433,31999999999	51,235	1130,6	158,517	2076,56	0,001	1844,56	0,002
85	462,698	2478,31999999999	239,007	2079,67999999999	508,658	2271,61999999999	38,409	1761,9	41,265	2509,91999999999	70,652	1957,65999999999	90,485	2352,66	0,001	1911,04	0,002
86	443,045	2342,63999999999	195,538	1631,66	581,816	2033,77999999999	27,809	1372,02	32,618	2223,91999999999	70,94	1570,44	104,932	1922	0,002	1733,42	0,003
87	634,765	2204,13999999999	199,798	1678,94	638,898	2070,43999999999	23,045	1934,78	37,28	1866,38	123,018	1653,88	133,019	2098,38	0,002	1871,58	0,002
88	623,912	2379,59999999999	229,993	1714,74	506,044	2157,27999999999	30,906	1773,34	37,674	1823,65999999999	137,942	1614,26	111,755	2043,12	0,001	1682,88	0,002
89	678,628	2170,79999999999	243,233	1224,66	493,939	1959,59999999999	27,563	1570,56	36,074	1989,81999999999	153,169	1474,24	91,846	2175,8	0,002	1727,2	0,003
90	664,865	2347,25999999999	283,843	1887,42	533,423	2222,87999999999	47,652	1588,22	47,076	2313,45999999999	87,333	1580,72	113,311	2170,6	0,003	1832,8	0,004
91	452,005	2008,91999999999	282,004	1535,98	424,556	2043,37999999999	40,331	1385,6	41,603	2292,19999999999	155,685	1374,2	104,658	2242	0,002	1772,2	0,002
92	546,288	2217,03999999999	257,728	1859,88	530,722	2332,09999999999	33,438	1678,56	44,092	2399,39999999999	90,851	1843,16	144,021	1988,34	0,002	1684,58	0,002
93	668,808	2271,53999999999	318,375	1834,32	549,571	2098,07999999999	47,179	1968,49999999999	31,724	2494,95999999999	95,279	1679,4	96,7	2236,8	0,001	1744,16	0,003
94	437,581	2290,09999999999	311,352	1592,68	581,907	1991,89999999999	51,301	1626,86	68,549	1952,45999999999	104,319	1322,54	96,654	2303,14	0,003	1871,92	0,003
95	769,23	2307,13999999999	219,401	1650,72	522,111	2008,81999999999	21,857	1663,01999999999	30,141	2121,81999999999	86,503	1464,1	84,03	2264,44	0,001	1826,58	0,002
96	642,577	2417,09999999999	181,208	1761,46	367,343	2057,79999999999	30,583	1963,94	27,15	2549,09999999998	76,853	1501,92	83,373	1988	0,002	1771,52	0,003
97	819,117	2374,37999999999	191,99	1732,46	513,787	2130,45999999999	29,524	1667,5	33,423	1781,79999999999	87,338	1669,88	77,919	2198,3	0,001	1905,5	0,002
98	711,617	2383,11999999999	225,101	1324,2	395,736	1520,44	33,239	1651,16	48,519	2064,79999999999	89,981	1587,54	88,454	2120,4	0,001	1732,74	0,002
99	691,706	2266,53999999999	228,485	1517	380,501	1679,5	51,663	1453,3	28,132	2220,65999999999	108,327	1673,62	113,085	1844,78	0,001	1629,52	0,002
100	742,735	1898,87999999999	293,259	1596,64	456,394	1935,32	33,899	1300,96	26,764	2107,91999999999	81,494	1404,12	137,518	2148,44	0,001	1833,48	0,003

2017-09-11 20:23:51:0275	../../../files/testListWithPickListSize100_part02.txt
InstanceNumber	DistanceMatrixRunningTime	GACycleSwapTotalDistance	GACycleSwapRunningTime	GACycleInversionTotalDistance	GACycleInversionRunningTime	GAOrderedSwapTotalDistance	GAOrderedSwapRunningTime	GAOrderedInversionTotalDistance	GAOrderedInversionRunningTime	GAPMXSwapTotalDistance	GAPMXSwapRunningTime	GAPMXInversionTotalDistance	GAPMXInversionRunningTime	SShapeTravelledTotalDistance	SShapeRunningTime	LargestGapTravelledTotalDistance	LargestGapRunningTime
1	451,327	2549,99999999998	205,663	1719,2	463,427	2413,73999999999	24,757	1575,42	29,317	2269,57999999999	107,515	1513,58	127,012	2087,3	0,001	1915,9	0,002
2	364,798	2422,29999999999	277,867	1434,94	450,972	1769,54	45,968	1572,96	32,899	2115,87999999999	71,718	1877,84	61,55	2175,8	0,001	1793,34	0,002
3	342,92	1995,51999999999	197,077	1409,58	387,737	1566,38	28,583	1576,44	19,846	2446,53999999998	65,255	1411,34	112,211	2297,4	0,001	1822,06	0,002
4	428,221	1867,15999999999	374,617	1521,72	437,512	1941,25999999999	30,15	1297,46	43,023	2134,49999999999	79,68	1567,18	91,331	2082,24	0,002	1771,86	0,002
5	1825,884	2416,41999999999	373,904	1570,14	424,403	2367,55999999999	46,936	1865,66	40,167	2414,35999999999	75,006	1743,4	98,566	2203,5	0,001	1921,44	0,002
